0	0	0	0	.4	0	0	0	0	3.8	0	5.2	0	0	4.8	0	0	0	8.2
0	0	0	0	0	0	1.4	0	0	6.8	0	.4	0	0	3.4	59.6	0	0	14
0	0	2	1.6	0	2.2	0	0	0	8.2	0	35	0	.6	2	26.6	0	0	22.2
0	0	9	.2	0	42.2	0	0	0	0	0	4.6	0	6.6	2.8	3.8	0	15	13
0	0	5.6	39	0	0	0	0	2.6	0	0	0	0	.2	8	0	0	0	.4
0	0	0	0	0	1.8	19.6	0	0	3.8	0	0	0	4.4	6.6	1	0	0	.2
0	0	35.4	0	4.2	0	6.2	0	0	2.6	0	2	0	2.2	2.6	0	0	.2	3.8
0	0	0	0	4.6	38.2	5.8	0	0	.2	0	29	29.8	0	4.8	0	0	0	11.4
3.6	0	0	0	1.4	80.2	0	0	0	0	.8	4.4	.8	0	8.2	0	0	0	.4
0	0	0	0	1.6	.2	1.4	0	6.2	0	0	5.4	0	9.4	5.4	0	14.8	0	42.2
0	0	0	0	0	6	8.8	0	4.6	0	15.8	2.8	0	6.8	4	0	.6	7.4	71
0	0	0	.4	0	12.6	1	0	.6	0	7	.2	0	.2	8.8	0	0	6	.4
0	0	.4	0	66.6	0	.4	0	7.6	.8	2.4	0	.2	8.2	5.8	.4	5.2	18.2	0
0	17.4	0	0	0	0	.2	0	0	16	9.4	.2	2.2	11.6	3.6	.2	1	0	0
0	6.4	23.6	0	.4	0	2.2	0	0	3	17.2	0	48	0	.8	0	.6	.8	0
0	5.4	0	0	84.8	0	.4	0	1.2	5.6	0	.4	3.4	1.6	4.8	0	.8	31.2	0
0	43.8	0	0	3.4	0	.4	0	0	55.6	0	25	12.4	7.4	21.8	0	0	11	7
0	4.2	0	0	0	0	.4	0	.8	20.6	0	0	.2	17.6	.8	16	2	5.2	.6
0	.8	0	.4	1.8	4.6	0	0	12	7.4	0	8.2	0	7.8	1.2	0	14.4	1.2	0
0	0	0	1.2	.2	7.4	0	0	.4	0	0	.2	0	15.8	2.6	0	9.8	1	0
0	18.6	14	0	.6	3.6	2.4	0	0	0	2	0	0	.4	62.4	0	1	.8	35.2
0	1.2	.2	0	37.4	0	.8	0	.8	0	.4	0	8.8	0	1.2	0	0	.4	37.6
0	37.6	8.4	0	0	0	0	0	0	.2	0	17.6	3.2	0	10	0	0	.4	.2
0	0	0	0	13.6	0	73.8	0	1.6	0	0	1.2	.4	0	3.8	6.4	0	.4	0
0	0	32.6	0	4.6	0	7.6	0	.4	.2	12.8	.4	1.2	8.2	6	.2	0	.2	1.4
0	0	.2	65	0	0	0	0	0	2.8	0	0	0	0	3.8	.4	0	.2	34.2
4.4	0	0	5.4	0	0	0	0	0	.2	1.6	6.8	0	0	15.4	.2	22.4	.4	22.4
3.2	0	7	19.8	0	6.6	0	0	1.2	10.8	2.8	.8	14.6	0	5.8	0	7.2	.4	0
