0	.2	0	0	0	0	0	0	0	0	5.2	0	0	14.6	3.2	0	0	0	0
0	.4	0	0	.4	.8	2	0	0	0	2.4	0	0	15	0	0	0	0	0
0	.8	0	0	26.2	9.2	2.2	0	0	0	0	0	0	20.2	.8	0	0	0	0
0	0	0	0	3	31.6	0	0	0	0	1.4	8.8	0	4.4	.2	35	3.2	0	0
0	0	0	0	1.6	21.8	0	0	0	0	0	11	0	9	0	32	0	.2	0
0	5.4	0	0	0	2	7.2	0	16.4	0	0	1	0	0	0	1.8	0	4.6	0
0	0	0	0	15.2	88	4	0	3	1.2	0	7.4	0	16.8	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	.2	0
0	0	0	0	0	0	0	0	0	0	30.6	0	0	.2	0	15.4	3.6	4.4	0
0	0	0	0	0	.2	13.8	0	7.2	0	23.4	0	0	0	22	5	2	35.8	0
0	0	0	0	0	54.4	27	0	0	0	0	0	0	0	0	6	.2	3	0
0	0	0	0	0	.2	45.2	0	0	5	0	0	0	0	0	0	0	0	.2
75.4	13.8	0	0	0	.2	1.4	0	0	4	14.2	0	0	0	4.4	0	0	0	.2
.6	6.8	0	0	0	1.6	0	0	0	32.6	6.4	0	0	3.2	25.4	0	0	12.2	7.6
0	0	0	0	0	.6	.2	0	0	33	0	0	0	9.6	0	0	0	4.6	0
0	0	0	0	0	0	0	0	.6	10.8	0	0	0	0	0	0	0	4.8	1.6
0	19	0	0	0	0	0	0	0	0	0	.2	0	27	0	8.4	0	0	0
0	6.8	0	0	0	0	0	0	.2	0	0	0	0	14.6	7.2	0	8.6	0	21
0	4.2	0	13.4	4.2	0	0	0	0	0	0	0	0	.4	0	14.4	42.8	0	24.2
0	.2	0	0	7.6	7	0	0	0	0	0	35.8	0	13.2	0	0	1.4	0	0
0	0	0	0	12.6	3	0	0	.8	0	0	0	0	0	0	0	0	1.2	0
.4	0	0	0	0	0	0	0	.4	7.6	0	22.8	0	0	.2	43.2	0	.2	0
0	0	0	0	0	0	0	0	21.2	8.8	0	30.4	0	0	4	0	0	.4	0
0	3.2	0	0	0	0	4.2	0	0	0	0	0	0	52.6	0	0	38.6	.4	0
0	1.6	0	0	0	2.8	0	0	0	0	46	12.2	0	20.8	0	0	15.6	0	0
0	47.6	0	16.2	.6	9.8	0	0	5.8	0	0	.8	0	.2	0	10	0	0	0
0	18.2	0	0	1.2	18.2	0	0	0	9.2	0	0	0	0	10.2	2.2	0	38.6	0
0	8.2	9.8	0	0	0	0	0	0	0	0	0	0	0	0	48	0	19.6	2.4
0	0	2.4	0	.2	0	0	0	0	.6	0	0	0	2.4	.2	0	0	.4	.2
0	0	0	0	0	0	0	0	0	1.8	0	38.4	0	0	.2	0	0	0	0
