0	0	0	0	0	0	0	0	0	0	0	4.4	0	14.2	0	0	0	0	7.6
0	0	0	0	7.2	0	0	.8	0	0	0	13.4	0	0	0	0	0	0	.2
0	0	0	0	.2	0	0	2.2	0	0	0	0	0	9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	.2	0	0	0	3.6	0	0	0	9.2	0
0	0	0	0	0	0	0	0	0	.2	0	0	0	2.2	0	0	0	15	0
0	0	0	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	3.2	25.6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	5.8	.2	0	0	.2	0	0
2.6	13.8	0	0	4.4	0	.4	1	0	0	0	0	0	0	0	0	0	0	0
1.8	.2	0	0	0	0	0	0	0	0	0	0	.2	6.6	0	0	0	0	0
0	0	0	0	0	0	0	0	4.8	0	3.4	0	0	0	0	0	0	0	0
.2	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	19.6	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	18.2	0	0	0	0	0	0	0	0	0	0	0	1.4	0
0	0	0	0	0	57	0	0	0	0	0	0	0	0	7.2	0	0	0	0
0	0	0	.8	0	47.4	0	0	0	0	1	0	2.2	0	0	0	0	0	0
0	0	0	0	0	.4	0	0	0	.2	.2	0	.2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	.2	0	0	0	0	0	.2	0	0	0
2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	1.6	0	0	0	0	0	2.2	0	0	0	1.6	0	0	0	0	0
1.6	0	0	0	0	10.2	0	0	0	5.2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	73.2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5.4	0	74	0	0	0	0	0	0	12	3.2	0	0	0	0	0
0	0	0	0	0	.2	0	0	0	0	0	0	.4	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	.8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	.6	0
