2.2	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.8	0	0	0	0	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0
23.6	0	0	0	0	0	4.4	0	0	.8	0	0	0	0	0	0	0	1.8	0
0	0	0	0	.2	0	1.2	0	0	.4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
0	0	0	0	0	0	17.6	0	0	0	0	0	0	0	0	0	0	0	0
0	18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.6	0
0	1.4	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0
0	9.2	0	0	0	0	15.8	0	0	0	0	0	0	0	0	0	0	0	0
0	.4	0	0	0	0	13.2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	13.8	0	0	.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	15.6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6	0	0	13.4
0	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	5.2	0	0	42.4
0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	2.6	0	0	.4
0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	2.4	2.2	0	0	0
0	0	0	0	0	0	0	0	0	17	0	0	0	0	23.8	24.2	0	0	.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	.6	0	0	0	3.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.6	0	.6	0	0	0	0	0	0	0	0	0	5.8	0	0	17.2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	.2	0	12.4	17.6	0	0	0	0	0	0	0	.2	2	0	0	0	0	0
0	0	0	.4	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	8.4	0	0	0	0	22	0	0	0	0
